358,72,125,63,49,6,196,10,89,32
18,643,11,43,109,7,64,9,28,68
24,52,513,21,134,2,216,2,27,9
63,66,80,377,127,14,118,19,59,77
5,59,229,37,399,3,218,2,32,16
92,63,179,83,30,196,76,86,100,95
67,69,197,50,131,9,392,6,60,19
60,82,165,115,17,31,74,254,120,82
18,29,118,60,101,4,104,14,533,19
34,52,135,32,22,33,64,43,144,441
