840,2,17,19,4,2,110,0,6,0
0,975,0,15,2,0,7,0,1,0
14,1,789,7,75,0,112,0,2,0
20,10,7,869,26,0,63,0,5,0
2,0,42,40,802,0,111,0,3,0
0,0,0,0,0,976,0,18,0,6
126,2,63,20,87,1,693,0,8,0
0,0,0,0,0,14,0,962,0,24
1,3,7,2,4,3,14,3,962,1
0,0,0,1,0,8,1,40,0,950
